Month,Sector,StockClass,Age,Sex,SRW_kg,LW_kg,LWG_kg,Velvet_Yield_kg,Wool_Yield_kg,Days_Pregnant,Trimester_Factor,Reproduction_Rate,FWG_kg,Days_Newborn_Fed_Milk,Milk_Mother_kg,Milk_Newborn_kg,MilkPowder_Newborn_kg,Milk_Fat_pct,Milk_Protein_pct,MilkPowder_Protein_pct,ME_Diet_AIM,DMD_pct_Diet_AIM,N_pct_Diet_AIM,BW_kg
1,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,NA
1,Beef,Heifers R1,0.5,Female,550,79.56693078252982,11.935681320676295,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.669469388,0.0259,NA
1,Beef,Heifers R2,1.5,Female,550,224.78438685075798,11.93568132067628,NA,NA,34,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,39.009180595000004
1,Beef,Heifers R3,2.5,Female,550,370.0018429189861,11.93568132067628,NA,NA,34,NA,0.85,4.807192059099802,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.6,0.669469388,0.0259,39.009180595000004
1,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,34,NA,0.85,4.807192059099802,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.6,0.669469388,0.0259,39.009180595000004
1,Beef,Bulls R1,0.5,Male,770,121.98733327653181,20.16487393526012,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.669469388,0.0259,NA
1,Beef,Bulls R2,1.5,Male,770,367.32663282219653,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,NA
1,Beef,Bulls R3,2.5,Male,770,612.6659323678614,20.16487393526006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,NA
1,Beef,Steers R1,0.5,Castrate,660,125.75993497183433,21.115949992899402,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.669469388,0.0259,NA
1,Beef,Steers R2,1.5,Castrate,660,382.6706598854438,21.11594999289946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,NA
1,Beef,Steers R3,2.5,Castrate,660,632.8946673013018,7.7425149973964835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.669469388,0.0259,NA
2,Beef,Bulls Mature,4,Male,770,600,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Heifers R1,0.5,Female,550,91.30368408119485,10.74211318860867,NA,NA,NA,NA,NA,NA,28,NA,95.33884297520662,7.7134986225895315,0.04893203883495146,0.032427184466019415,0.0334,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Heifers R2,1.5,Female,550,236.521140149423,10.742113188608641,NA,NA,62,NA,0.85,4.341979924348209,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,39.009180595000004
2,Beef,Heifers R3,2.5,Female,550,381.7385962176511,10.742113188608698,NA,NA,62,NA,0.85,4.341979924348209,28,95.33884297520662,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.2,0.63755102,0.024300000000000002,39.009180595000004
2,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,62,NA,0.85,4.341979924348209,28,95.33884297520662,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.2,0.63755102,0.024300000000000002,39.009180595000004
2,Beef,Bulls R1,0.5,Male,770,141.8161259795376,18.148386541734112,NA,NA,NA,NA,NA,NA,28,NA,95.33884297520662,7.7134986225895315,0.04893203883495146,0.032427184466019415,0.0334,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Bulls R2,1.5,Male,770,387.1554255252023,18.148386541734055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Steers R1,0.5,Castrate,660,146.52395246485207,19.004354993609468,NA,NA,NA,NA,NA,NA,28,NA,95.33884297520662,7.7134986225895315,0.04893203883495146,0.032427184466019415,0.0334,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Steers R2,1.5,Castrate,660,403.4346773784616,19.004354993609468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,NA
2,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.63755102,0.024300000000000002,NA
3,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,NA
3,Beef,Heifers R1,0.5,Female,550,103.04043737985987,11.93568132067628,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9,0.623469388,0.026600000000000002,NA
3,Beef,Heifers R2,1.5,Female,550,248.257893448088,11.93568132067628,NA,NA,93,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,39.009180595000004
3,Beef,Heifers R3,2.5,Female,550,393.4753495163161,11.935681320676338,NA,NA,93,NA,0.85,4.807192059099802,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,9,0.623469388,0.026600000000000002,39.009180595000004
3,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,93,NA,0.85,4.807192059099802,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,9,0.623469388,0.026600000000000002,39.009180595000004
3,Beef,Bulls R1,0.5,Male,770,161.64491868254336,20.16487393526012,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9,0.623469388,0.026600000000000002,NA
3,Beef,Bulls R2,1.5,Male,770,406.9842182282081,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,NA
3,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,NA
3,Beef,Steers R1,0.5,Castrate,660,167.28796995786982,21.115949992899402,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,9,0.623469388,0.026600000000000002,NA
3,Beef,Steers R2,1.5,Castrate,660,424.19869487147935,21.115949992899402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,NA
3,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.623469388,0.026600000000000002,NA
4,Beef,Bulls Mature,4,Male,770,600,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,NA
4,Beef,Heifers R1,0.5,Female,550,115.17504672254742,11.537825276653734,NA,NA,NA,NA,NA,NA,30,NA,102.14876033057851,8.264462809917356,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.665714286,0.0297,NA
4,Beef,Heifers R2,1.5,Female,550,260.39250279077555,11.537825276653734,NA,NA,123,NA,0.85,4.652121347515938,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,39.009180595000004
4,Beef,Heifers R3,2.5,Female,550,405.60995885900365,11.537825276653791,NA,NA,123,NA,0.85,4.652121347515938,30,102.14876033057851,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.6,0.665714286,0.0297,39.009180595000004
4,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,123,NA,0.85,4.652121347515938,30,102.14876033057851,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.6,0.665714286,0.0297,39.009180595000004
4,Beef,Bulls R1,0.5,Male,770,182.1458738500578,19.49271147075146,NA,NA,NA,NA,NA,NA,30,NA,102.14876033057851,8.264462809917356,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.665714286,0.0297,NA
4,Beef,Bulls R2,1.5,Male,770,427.48517339572254,19.49271147075143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,NA
4,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,NA
4,Beef,Steers R1,0.5,Castrate,660,188.75585245065088,20.41208499313612,NA,NA,NA,NA,NA,NA,30,NA,102.14876033057851,8.264462809917356,0.04893203883495146,0.032427184466019415,0.0334,9.6,0.665714286,0.0297,NA
4,Beef,Steers R2,1.5,Castrate,660,445.6665773642604,20.41208499313609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,NA
4,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.665714286,0.0297,NA
5,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Heifers R1,0.5,Female,550,127.30965606523498,11.93568132067628,NA,NA,NA,NA,NA,NA,19,NA,64.69421487603306,5.234159779614325,0.04893203883495146,0.032427184466019415,0.0334,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Heifers R2,1.5,Female,550,272.5271121334631,11.93568132067628,NA,NA,154,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,39.009180595000004
5,Beef,Heifers R3,2.5,Female,550,417.74456820169127,11.93568132067628,NA,NA,154,NA,0.85,4.807192059099802,19,64.69421487603306,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.849384131,0.69076513,0.031178016569999998,39.009180595000004
5,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,154,NA,0.85,4.807192059099802,19,64.69421487603306,NA,NA,0.04893203883495146,0.032427184466019415,NA,9.849384131,0.69076513,0.031178016569999998,39.009180595000004
5,Beef,Bulls R1,0.5,Male,770,202.64682901757226,20.16487393526012,NA,NA,NA,NA,NA,NA,19,NA,64.69421487603306,5.234159779614325,0.04893203883495146,0.032427184466019415,0.0334,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Bulls R2,1.5,Male,770,447.986128563237,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Steers R1,0.5,Castrate,660,210.22373494343196,21.115949992899402,NA,NA,NA,NA,NA,NA,19,NA,64.69421487603306,5.234159779614325,0.04893203883495146,0.032427184466019415,0.0334,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Steers R2,1.5,Castrate,660,467.1344598570414,21.115949992899402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,NA
5,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.849384131,0.69076513,0.031178016569999998,NA
6,Beef,Bulls Mature,4,Male,770,600,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Heifers R1,0.5,Female,550,139.44426540792253,11.537825276653734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Heifers R2,1.5,Female,550,284.66172147615066,11.537825276653734,NA,NA,184,NA,0.85,4.652121347515938,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,39.009180595000004
6,Beef,Heifers R3,2.5,Female,550,429.8791775443788,11.537825276653734,NA,NA,184,NA,0.85,4.652121347515938,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,39.009180595000004
6,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,184,NA,0.85,4.652121347515938,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,39.009180595000004
6,Beef,Bulls R1,0.5,Male,770,223.14778418508672,19.49271147075143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Bulls R2,1.5,Male,770,468.48708373075146,19.49271147075143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Steers R1,0.5,Castrate,660,231.69161743621302,20.41208499313609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Steers R2,1.5,Castrate,660,488.6023423498225,20.41208499313609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
6,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76857831,0.729958605,0.033048453979999996,NA
7,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Heifers R1,0.5,Female,550,151.57887475061008,11.93568132067628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Heifers R2,1.5,Female,550,296.7963308188382,11.93568132067628,NA,NA,215,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,39.009180595000004
7,Beef,Heifers R3,2.5,Female,550,442.0137868870664,11.93568132067628,NA,NA,215,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,39.009180595000004
7,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,215,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,39.009180595000004
7,Beef,Bulls R1,0.5,Male,770,243.64873935260118,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Bulls R2,1.5,Male,770,488.9880388982659,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Steers R1,0.5,Castrate,660,253.15949992899408,21.11594999289943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Steers R2,1.5,Castrate,660,510.0702248426036,21.11594999289946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
7,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07282223,0.741367314,0.03452546438,NA
8,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Heifers R1,0.5,Female,550,163.9124121153089,11.93568132067628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Heifers R2,1.5,Female,550,309.12986818353704,11.93568132067628,NA,NA,246,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,39.009180595000004
8,Beef,Heifers R3,2.5,Female,550,454.3473242517652,11.93568132067628,NA,NA,246,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,39.009180595000004
8,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,246,NA,0.85,4.807192059099802,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,39.009180595000004
8,Beef,Bulls R1,0.5,Male,770,264.48577575236993,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Bulls R2,1.5,Male,770,509.8250752980347,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Bulls R3,2.5,Male,770,623.4205318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Steers R1,0.5,Castrate,660,274.97931492165685,21.115949992899402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Steers R2,1.5,Castrate,660,531.8900398352663,21.11594999289946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
8,Beef,Steers R3,2.5,Castrate,660,636.7659248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41898817,0.761940541,0.034759013809999996,NA
9,Beef,Bulls Mature,4,Male,770,600,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Heifers R1,0.5,Female,550,34.6091978079825,3.9785604402254293,NA,NA,NA,NA,NA,NA,11,NA,37.45454545454545,3.0303030303030303,0.04893203883495146,0.032427184466019415,0.0334,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Heifers R2,1.5,Female,550,176.0470214579965,11.537825276653763,NA,NA,269,NA,0.85,2.946343520093427,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,39.009180595000004
9,Beef,Heifers R3,2.5,Female,550,321.2644775262246,11.537825276653734,NA,NA,269,NA,0.85,2.946343520093427,11,37.45454545454545,NA,NA,0.04893203883495146,0.032427184466019415,NA,11.71593179,0.778308815,0.0353366656,39.009180595000004
9,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,269,NA,0.85,2.946343520093427,11,37.45454545454545,NA,NA,0.04893203883495146,0.032427184466019415,NA,11.71593179,0.778308815,0.0353366656,39.009180595000004
9,Beef,Bulls R1,0.5,Male,770,46.03297478705203,6.721624645086699,NA,NA,NA,NA,NA,NA,11,NA,37.45454545454545,3.0303030303030303,0.04893203883495146,0.032427184466019415,0.0334,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Bulls R2,1.5,Male,770,284.9867309198844,19.49271147075143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Bulls R3,2.5,Male,770,530.3260304655491,19.492711470751487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Steers R1,0.5,Castrate,660,46.22318999857988,7.0386499976331365,NA,NA,NA,NA,NA,NA,11,NA,37.45454545454545,3.0303030303030303,0.04893203883495146,0.032427184466019415,0.0334,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Steers R2,1.5,Castrate,660,296.4471974144379,20.41208499313609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,NA
9,Beef,Steers R3,2.5,Castrate,660,553.3579223280474,20.41208499313609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71593179,0.778308815,0.0353366656,NA
10,Beef,Bulls Mature,4,Male,770,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Heifers R1,0.5,Female,550,42.9641747324559,11.935681320676288,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Heifers R2,1.5,Female,550,188.18163080068405,11.93568132067631,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Heifers R3,2.5,Female,550,333.39908686891215,11.93568132067628,NA,NA,NA,NA,0.85,NA,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Cows Mature,4,Female,550,460.31516491210334,0,NA,NA,NA,NA,0.85,NA,31,105.55371900826447,NA,NA,0.04893203883495146,0.032427184466019415,NA,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Bulls R1,0.5,Male,770,60.14838654173411,20.16487393526012,NA,NA,NA,NA,NA,NA,31,NA,105.55371900826447,8.539944903581267,0.04893203883495146,0.032427184466019415,0.0334,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Bulls R2,1.5,Male,770,305.48768608739886,20.16487393526012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39978803,0.759886776,0.0320485545,NA
10,Beef,Bulls R3,2.5,Male,770,550.8269856330637,20.16487393526006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39978803,0.759886776,0.0320485545,NA
